id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0768;A norma di quanto dispone l'art. 2 della legge n. 241/1990, nel caso di acquisizione di informazioni relative a stati o qualità non attestati in documenti già in possesso dell'amministrazione stessa o non direttamente acquisibili presso altre P.A., i termini di conclusione delprocedimento possono essere sospesi?;Si, per una sola volta e per non più di trenta giorni.;Si, per una sola volta e per non più di sessanta giorni.;No, non possono essere sospesi.
0769;Con riferimento al ritardo nella conclusione del procedimento (comma 1, art. 2bis, legge n. 241/1990) sono tenuti al risarcimento del danno per il ritardo nella conclusione del procedimento amministrativo sia l'Amministrazione che i soggetti privati preposti all'esercizio di attività amministrative. Quanto affermato:;È vero.;È falso risponde solo l'Amministrazione.;È falso rispondono solo i soggetti preposti all'esercizio di attività amministrative.
0770;La fattispecie del risarcimento del danno (art. 2bis, legge n. 241/1990) è conseguente all'inosservanza dolosa o colposa del termine di conclusione del procedimento amministrativo. Quanto affermato:;È vero.;È falso. La fattispecie del risarcimento del danno è conseguente solo all'inosservanza dolosa del termine di conclusione del procedimento amministrativo.;È falso. La fattispecie del risarcimento del danno è conseguente all'inosservanza sulle disposizioni sull'avvio del provvedimento.
0771;La fattispecie del risarcimento del danno (art. 2bis, legge n. 241/1990) è conseguente:;All'inosservanza dolosa o colposa del termine di conclusione del procedimentoamministrativo.;Solo all'inosservanza dolosa del termine di conclusione del procedimento amministrativo.;All'inosservanza sulle disposizioni sull'avvio del procedimento.
0772;Con riferimento al ritardo nella conclusione del procedimento (comma 1, art. 2bis, legge n. 241/1990) sono tenuti al risarcimento del danno per il ritardo nella conclusione del procedimento amministrativo solo i soggetti privati preposti all'esercizio di attivitàamministrative. Quanto affermato:;È falso rispondono sia l'Amministrazione che i soggetti privati preposti all'esercizio di attività amministrative.;È vero.;È falso risponde solo l'Amministrazione.
0773;A norma del disposto di cui al comma 1 dell'art. 2bis della legge n. 241/1990, chi è tenuto al risarcimento del danno per il ritardo nellaconclusione del procedimento amministrativo?;Le P.A. e i soggetti privatipreposti all'esercizio di attività amministrative.;Solo le P.A.;Le P.A. e le società partecipate da enti pubblici.
0774;In quale caso trova applicazione il disposto di cui all'art. 2bis della legge n. 241/1990 (conseguenze per il ritardo dell'amministrazione nella conclusione del procedimento amministrativo)?;Per l'inosservanza dolosa o colposa.;Per l'inosservanza dolosa.;Per l'inosservanza colposa.
0775;Cosa prevede l'art. 2-bis della legge n. 241/1990?;L'obbligo del risarcimento del danno ingiusto quale conseguenza per il ritardo dell'amministrazione nella conclusione del procedimento.;La responsabilità penale del responsabile del procedimento quale conseguenza per il ritardo dell'amministrazione nella conclusione del procedimento.;La responsabilità amministrativa del responsabile del procedimento quale conseguenza per la mancata comunicazione dell'avvio del procedimento.
0776;La legge n. 241/1990 definisce alcuni principi in materia di procedimento amministrativo, stabilendo che:;Ogni provvedimento amministrativo, compresi quelli concernenti l'organizzazione amministrativa, lo svolgimento dei pubblici concorsi ed il personale, deve essere motivato.;I provvedimenti amministrativi concernenti il personale devono essere motivati solo quando la motivazione sia espressamente richiesta in relazione alla natura dell'atto.;La motivazione è richiesta anche per i giudizi e le valutazioni e non solo per l'attività provvedimentale della P.A.
0777;La motivazione costituisce uno degli elementi cardini del provvedimento amministrativo. Ai sensi dell'art. 3 della legge n. 241/1990:;La motivazione non è richiesta per gli atti normativi e per quelli a contenuto generale.;La motivazione non è richiesta per gli atti concernenti l'organizzazione amministrativa.;Tutti i provvedimenti amministrativi, compresi gli atti a contenuto generale, devono esseremotivati.
0778;Esiste per la pubblica amministrazione un obbligo di motivazione dei provvedimenti amministrativi concernenti l'organizzazione amministrativa?;Si, tale obbligo è espressamente previsto dall'art. 3 della legge n. 241 del 1990.;L'obbligo di motivazione sussiste solo se espressamente richiesto da una delle parti interessate al procedimento.;L'obbligo di motivazione sussiste solo se previsto da regolamenti interni dell'Amministrazione.
0779;La pubblica amministrazione deve motivare i provvedimenti amministrativi concernenti l'organizzazione amministrativa?;Si, la motivazione per tali provvedimenti è espressamente prevista all'art. 3 della l. n.241/1990.;No, la motivazione è richiesta nei soli casi espressamente previsti dalla legge.;La motivazione dei provvedimenti amministrativi non costituisce un obbligo per la pubblicaamministrazione.
0780;La generalizzazione dell'obbligo di motivazione dei provvedimenti amministrativi costituisce una delle principali novità della l. n.241/1990. Ai sensi dell'art. 3 l'obbligo è espressamente previsto:;Per gli atti concernenti l'organizzazione amministrativa.;Per gli atti normativi.;Per tutti gli atti con la sola esclusione di quelli concernenti lo svolgimento di pubblici concorsi.
0781;Esiste per la pubblica amministrazione, ai sensi della legge n. 241/1990, un obbligo di motivazione dei provvedimenti amministrativi concernenti lo svolgimento dei pubblici concorsi?;Si, tale obbligo è espressamente previsto dall'art. 3 della legge n. 241 del 1990.;No, costituisce una facoltà della pubblica amministrazione.;L'obbligo di motivazione sussiste solo se espressamente richiesto da una delle parti interessate alprocedimento.
0782;La pubblica amministrazione deve motivare i provvedimenti amministrativi concernenti lo svolgimento dei pubblici concorsi?;Si, la motivazione per tali provvedimenti è espressamente prevista all'art. 3 della l. n.241/1990.;No, la motivazione costituisce sempre una facoltà della pubblica amministrazione.;No, la motivazione è richiesta solo per i provvedimenti giurisdizionali.
0783;La generalizzazione dell'obbligo di motivazione dei provvedimenti amministrativi costituisce una delle principali novità della l. n.241/1990. Ai sensi dell'art. 3 l'obbligo è espressamente previsto:;Per gli atti concernenti lo svolgimento di pubblici concorsi.;Per gli atti normativi.;Per gli atti a contenuto generale.
0784;La generalizzazione dell'obbligo di motivazione dei provvedimenti amministrativi costituisce una delle principali novità della l. n.241/1990. Ai sensi dell'art. 3 l'obbligo è espressamente previsto:;Per gli atti concernenti il personale.;Per gli atti normativi.;Per gli atti a contenuto generale.
0785;La pubblica amministrazione deve motivare i provvedimenti amministrativi concernenti il personale?;Si, la motivazione per tali provvedimenti è espressamente prevista all'art. 3 della l. n.241/1990.;Si, l'art. 3 della l. n. 241/1990 prevede la generalizzazione dell'obbligo della motivazione per tutti i provvedimentiamministrativi.;No, la motivazione è richiesta nei soli casi espressamente previsti dalla legge.
0786;A norma di quanto dispone l'art. 3 della legge n. 241/1990, la pubblica amministrazione deve motivare i provvedimenti amministrativi concernenti il personale?;Si, la motivazione per tali provvedimenti è espressamente prevista all'art. 3 della l.n.241/1990.;La motivazione dei provvedimenti amministrativi non costituisce un obbligo per lapubblica amministrazione.;No, la motivazione è richiesta solo per i provvedimenti che attribuiscono vantaggi economici.
0787;Secondo quanto dispone l'art. 3 della legge 7 agosto 1990, n. 241, la motivazione dei provvedimenti amministrativi deve indicare:;I presupposti di fatto e le ragioni giuridiche che hanno determinato la decisione dell'amministrazione, in relazione alle              risultanze dell'istruttoria.;Gli elementi essenziali dell'atto e, qualora presenti, gli elementi accidentali.;Gli elementi precettivi dell'atto, consistenti nella dichiarazione di volontà vera e propria della pubblica amministrazione.
0788;Per quanto riguarda il contenuto della motivazione dei provvedimenti amministrativi l'art. 3 della l. n. 241/1990 stabilisce che la motivazione deve indicare:;I presupposti di fatto e le ragioni giuridiche che hanno determinato la decisione dell'amministrazione, in relazione alle              risultanze dell'istruttoria.;Gli elementi costitutivi del provvedimento.;I requisiti di legittimità e i requisiti di efficacia.
0789;Per quanto riguarda il contenuto della motivazione dei provvedimenti amministrativi l'art. 3 della l. n. 241/1990 stabilisce che la motivazione deve indicare i presupposti di fatto e le ragioni giuridiche che hanno determinato la decisione dell'amministrazione, in relazione alle risultanze dell'istruttoria. I presupposti di fatto:;Sono le situazioni fattuali individuate dall'amministrazione e da questa poste a fondamento dei provvedimenti.;Sono le argomentazioni di diritto che sorreggono i provvedimenti giustificando dal punto di vista della legge le scelte dell'amministrazione.;Sono le argomentazioni di natura giuridica su cui l'atto è basato, non essendo completa la mera indicazione di norme.
0790;Per quanto riguarda il contenuto della motivazione dei provvedimenti amministrativi l'art. 3 della l. n. 241/1990 stabilisce che la motivazione deve indicare i presupposti di fatto e le ragioni giuridiche che hanno determinato la decisione dell'amministrazione, in relazione alle risultanze dell'istruttoria. Le ragioni giuridiche:;Sono le argomentazioni di diritto che sorreggono i provvedimenti giustificando dal punto di vista della legge le scelte dell'amministrazione.;Sono le situazioni fattuali individuate dall'amministrazione e da questa poste a fondamento dei provvedimenti.;Indicano ciò che è accaduto o è stato riscontrato dal punto di vista materiale e/o fenomenico e, nello specifico, eventi, atti o situazioni che sono stati analizzati, valutati e registrati da parte di chi redige l'atto e costituiscono i supporti realidel
0791;La legge n. 241/1990 ha sancito l'obbligo generale di motivazione dei provvedimenti amministrativi. Tale obbligo tuttavia non sussiste,tra l'altro,:;Per gli atti normativi.;Per gli atti privi di contenuto economico.;Per gli atti discrezionali.
0792;La generalizzazione dell'obbligo di motivazione dei provvedimenti amministrativi costituisce una delle principali novità della l. n.241/1990. Ai sensi dell'art. 3 l'obbligo è espressamente escluso:;Per gli atti normativi.;Per gli atti concernenti l'organizzazione amministrativa.;Per gli atti concernenti lo svolgimento dei pubblici concorsi.
0793;Esiste un obbligo di motivazione degli atti amministrativi a contenuto normativo?;No, tale obbligo è espressamente escluso dall'art. 3 della legge n. 241 del 1990.;Si, la motivazione costituisce obbligo della pubblica amministrazione.;L'obbligo di motivazione sussiste solo se espressamente richiesto da una delle parti interessate alprocedimento.
0794;La pubblica amministrazione deve motivare gli atti amministrativi a contenuto normativo?;No, la motivazione per tali atti è espressamente esclusa all'art. 3della l. n. 241/1990.;Si, perché producono effetti nei confronti di terzi.;No, la motivazione è richiesta solo per i provvedimenti giurisdizionali.
0795;La generalizzazione dell'obbligo di motivazione dei provvedimenti amministrativi costituisce una delle principali novità della l. n.241/1990. Ai sensi dell'art. 3 della legge n. 241/1990, l'obbligo di motivazione del provvedimento è espressamente escluso:;Per gli atti normativi.;Solo per gli atti privi di contenuto economico.;"Nessuna delle altre risposte è corretta; la motivazione è espressamente richiesta per tutti i provvedimenti amministrativi."
0796;Esiste un obbligo di motivazione degli atti amministrativi a contenuto generale?;No, tale obbligo è espressamente escluso dall'art. 3 della legge n. 241 del 1990.;Si, la motivazione costituisce obbligo della pubblica amministrazione.;L'obbligo di motivazione sussiste solo se previsto da regolamenti interni dell'amministrazione.
0797;La pubblica amministrazione deve motivare gli atti amministrativi a contenuto generale?;No, la motivazione per tali atti èespressamente esclusa all'art. 3 della l. n. 241/1990.;Si, perché producono effetti nei confronti di terzi.;No, la motivazione è richiesta neisoli casi espressamente previsti dalla legge.
0798;La generalizzazione dell'obbligo di motivazione dei provvedimenti amministrativi costituisce una delle principali novità della l. n.241/1990. Ai sensi dell'art. 3 l'obbligo è espressamente escluso:;Per gli atti a contenuto generale.;Per gli atti concernenti l'organizzazione amministrativa.;Per gli atti discrezionali.
0799;La legge n. 241/1990 ha sancito l'obbligo generale di motivazione dei provvedimenti amministrativi. Tale obbligo tuttavia non sussiste,tra l'altro,:;Per gli atti a contenuto generale.;Per gli atti privi di contenuto economico.;Per gli atti concernenti il personale.
0800;Ai sensi di quanto dispone l'art. 3 della legge n. 241/1990, per quali dei seguenti atti la motivazione non è richiesta?;Gli atti a contenuto generale.;Provvedimenti concernenti lo svolgimento dei pubblici concorsi.;"Nessuna delle altre risposte è corretta; la motivazione è espressamente richiesta per tutti iprovvedimenti amministrativi."
0801;I regolamenti, in quanto atti amministrativi generali a contenuto normativo, necessitano di specifica motivazione in ordine alle ragioni che hanno portato a dare determinati contenuti e non altri alleproprie disposizioni?;No. L'obbligo di motivazione è escluso dalla legge n. 241/1990.;Si. Come tutti gli atti amministrativi, i regolamenti sono soggetti all'obbligo dimotivazione.;Si. L'obbligo di motivazione è espressamente previsto dalla legge n. 241/1990.
0802;La legge in materia di procedimento amministrativo consente alle pubbliche amministrazioni di indicare le ragioni delle proprie decisioni con riferimento ad altro atto precedentemente emanato dalle stesse?;Si, ma tale atto deve essere richiamato dalla decisione stessa, nonché indicato e reso disponibile nei modi indicatidalla legge.;No, la legge pone in ogni caso a carico delle pubbliche amministrazioni un obbligo di motivazione espressa delleproprie decisioni.;No, la legge nulla dispone al riguardo.
0803;Il contenuto della motivazione di un provvedimento amministrativo può essere costituito dal rinvio ad altro atto?;Si, lo prevede espressamente l'art. 3 della l. 241/1990, ma tale atto deve essere richiamato dalla decisione stessa, nonché' indicato e reso disponibile nei modiindicati dalla legge.;Si, lo prevede espressamente l'art. 3 della l. 241/1990, ma solo ed esclusivamente per ragioni di sintesi.;La motivazione per relationem è ammessa solo per i provvedimenti negativi.
0804;Il contenuto della motivazione di un provvedimento amministrativo può essere costituito dal rinvio ad altro atto?;Si, la motivazione per relationem è espressamente prevista all'art. 3 della l. n. 241/1990.;La motivazione per relationem è ammessa solo per i provvedimenti vincolati.;No, lo esclude espressamente la l. 241/1990 che all'art. 3 pone in ogni caso a carico delle pubbliche amministrazioni un obbligo di motivazione espressa delle propriedecisioni.
0805;Quale obbligo pone a carico dell'amministrazione l'art. 3 della legge n. 241 del 1990?;In ogni atto notificato al destinatario devono essere indicati il termine e l'autorità cuiè possibile ricorrere.;L'obbligo della motivazione per gli atti normativi.;L'obbligo della motivazione per gli atti a contenuto generale.
0806;A norma di quanto dispone l'art. 3 della legge n. 241/1990, negli atti notificati al destinatario devono essere indicati il termine e l'autoritàa cui è possibile ricorrere?;Si, per espressa previsione del citato articolo.;No, la legge n. 241/1990 nulla dispone in merito.;Deve essere indicato solo il termine entro cui è possibile ricorrere.
0807;A norma di quanto dispone l'art. 3 della legge n. 241/1990, negli atti notificati al destinatario deve essere indicato il termine entro cui èpossibile ricorrere?;Si, per espressa previsione del citato articolo.;No, la legge n. 241/1990 nulla dispone in merito.;No, deve essere indicata solo l'autorità cui è possibile ricorrere.
0808;A norma di quanto dispone l'art. 3 della legge n. 241/1990, negli attinotificati al destinatario deve essere indicata l'autorità a cui è possibile ricorrere?;Si, per espressa previsione del citato articolo.;No, la legge n. 241/1990 nulla dispone in merito.;Deve essere indicato solo il termine entro cui è possibile ricorrere.
0809;Ai sensi della legge n. 241/1990 art. 3, in ogni atto notificato aldestinatario deve essere indicato:;Tra l'altro, il termine entro cui èpossibile ricorrere.;L'indirizzo della P.A che haemanato il provvedimento.;Solo il nominativo del responsabiledel procedimento.
0810;Ai sensi della legge n. 241/1990 art. 3, in ogni atto notificato al destinatario deve essere indicato:;Tra l'altro, l'autorità cui è possibile ricorrere.;Esclusivamente il numero di protocollo del provvedimentoemanato.;Solo il nominativo del responsabile del procedimento.
0811;Motivazione del provvedimento amministrativo (art. 3, l. n. 241/1990). Indicare l'affermazione corretta.;La generalizzazione dell'obbligo di motivazione dei provvedimenti amministrativi costituisce una delle principali novità della l. n.241/1990.;La motivazione è richiesta solo per i provvedimenti negativi.;In caso di provvedimenti discrezionali la motivazione non è richiesta.
0812;Motivazione del provvedimento amministrativo (art. 3, l. n. 241/1990). Indicare l'affermazione corretta.;La motivazione costituisce uno degli elementi cardine delprovvedimento amministrativo.;Il contenuto della motivazione deve indicare gli elementicostitutivi del provvedimento.;In caso di provvedimenti discrezionali la motivazione non èrichiesta.
0813;Ai sensi della legge n. 241/1990, art. 3, (motivazione del provvedimento) quale delle seguenti affermazioni è corretta?;La motivazione non è richiesta per gli atti a contenuto generale.;La motivazione non è richiesta per i provvedimenti concernenti il personale.;In ogni atto notificato al destinatario deve essere indicato solo l'indirizzo della P.A. che haemanato il provvedimento.
0814;Motivazione del provvedimento amministrativo (art. 3, l. n. 241/1990). Indicare l'affermazione corretta.;L'obbligo di motivazione è espressamente escluso per gli atti normativi.;La motivazione per relationem è ammessa solo ed esclusivamente qualora sia giustificata da ragioni di economicità.;La motivazione per relationem è ammessa solo per i provvedimenti discrezionali.
0815;Motivazione del provvedimento amministrativo (art. 3, l. n. 241/1990). Indicare l'affermazione corretta.;Il contenuto della motivazione deve indicare i presupposti di fatto e le ragioni giuridiche che hanno determinato la decisione dell'amministrazione, in relazione alle risultanze dell'istruttoria.;L'obbligo di motivazione è espressamente escluso per gli atti concernenti l'organizzazione amministrativa. Il contenuto della motivazione deve indicare i soli presupposti di fatto che hanno determinato l'amministrazione pubblica.;Tutti i provvedimenti amministrativi, compresi gli atti a contenuto generale, devono essere motivati.
0816;Ai sensi della L. 241/1990 art. 3, c. 4 quale delle seguenti affermazioni è corretta?;In ogni atto notificato al destinatario deve essere indicato, tra l'altro, il termine entro cui èpossibile ricorrere.;La motivazione non è richiesta per i provvedimenti concernenti il personale.;In ogni atto notificato al destinatario deve essere indicato solo il numero di protocollo delprovvedimento emanato.
0817;Ai sensi della L. 241/1990 art. 3, c. 4 quale delle seguenti affermazioni è corretta?;In ogni atto notificato al destinatario deve essere indicata, tra l'altro, l'autorità cui èpossibile ricorrere.;La motivazione non è richiesta per i provvedimenti concernenti lo svolgimento dei pubbliciconcorsi.;La motivazione non è richiesta per i provvedimenti concernenti il personale.
0818;Quale tra le seguenti affermazioni sulla motivazione del provvedimento non è correttamente riferibile ai principi di cui all'art. 3 della legge n. 241/1990.;La motivazione è richiesta anche per gli atti normativi e per gli atti a contenuto generale.;La motivazione non è richiesta per gli atti normativi.;In ogni atto notificato al destinatario deve essere indicata anche l'autorità cui è possibilericorrere.
0819;Ai sensi della L. 241/1990 art. 3, quale delle seguenti affermazioni non è corretta?;La motivazione non è richiesta per i provvedimenti concernenti lo svolgimento dei pubbliciconcorsi.;In ogni atto notificato al destinatario deve essere indicato anche il termine entro cui èpossibile ricorrere.;In ogni atto notificato al destinatario deve essere indicata anche l'autorità cui è possibilericorrere.
0820;I provvedimenti amministrativi si differenziano anche per l'intensità della motivazione, che a seconda del tipo di atto può essere più o meno ampia. In quale caso la motivazione è ridotta alla c.d. giustificazione, ovvero all'indicazione delle norme di legge poste afondamento dell'atto?;In caso di provvedimenti vincolati.;In caso di provvedimenti esterni.;In caso di provvedimenti negativi.
0821;I provvedimenti amministrativi si differenziano anche per l'intensità della motivazione, che a seconda del tipo di atto può essere più o meno ampia. In quale caso la motivazione deve essere analitica con riferimento alla mancanza dei requisiti richiesti?;In caso di provvedimenti negativi.;In caso di provvedimenti positivi.;In caso di provvedimenti vincolati.
0822;I provvedimenti amministrativi si differenziano anche per l'intensità della motivazione, che a seconda del tipo di atto può essere più o meno ampia. In quale caso la motivazione è succinta con riferimento alla conformità della domanda alla legge ed ai regolamenti?;In caso di provvedimenti positivi.;In caso di provvedimenti negativi.;In caso di provvedimenti vincolati.
0823;I provvedimenti amministrativi si differenziano anche per l'intensità della motivazione, che a seconda del tipo di atto può essere più o meno ampia. In quale caso la motivazione deve essere particolarmente ampia in quanto deve dare contezza della valutazione degli interessi pubblici e privati sottesi all'azioneamministrativa?;In caso di provvedimenti discrezionali.;In caso di provvedimenti positivi.;In caso di provvedimenti negativi.
0824;Indicare quale affermazione è conforme a quanto dispone l'art. 3bis della l. n. 241/1990 introdotto dalla l. n. 15/2005 con riferimento all'uso della telematica.;Le pubbliche amministrazioni incentivano l'uso della telematica per conseguire maggiore efficienza nella loro attività.;Le pubbliche amministrazioni incentivano l'uso della telematica nei rapporti tra le diverse amministrazioni ai soli fini di garantire l'accesso agli atti in fasepreparatoria.;Le pubbliche amministrazioni incentivano l'uso della telematica al fine di assicurare nella fase istruttoria il libero accesso agli atti.
0825;L'art. 3-bis della l. n. 241/1990, prevede che le amministrazioni pubbliche incentivano l'uso della telematica, al fine di conseguiremaggiore efficienza nella loro attività:;Nei rapporti interni, tra le diverse amministrazioni e tra queste e iprivati.;Solo nei rapporti tra diverse amministrazioni.;Solo nei rapporti con i privati.
0826;L'art. 3-bis della l. n. 241/1990 prevede che le amministrazioni pubbliche incentivano l'uso della telematica, nei rapporti interni, tra le diverse amministrazioni e tra queste e i privati al fine diconseguire:;Maggiore efficienza nella loro attività.;Maggiore economicità per la loro attività.;Pari opportunità.
0827;Il Capo I della l n. 241/1990 detta i principi generali in materia di procedimento amministrativo, stabilendo in particolare all'art. 3-bis:;Che per conseguire maggiore efficienza nella loro attività, le amministrazioni pubbliche incentivano l'uso della telematica, nei rapporti interni, tra le diverse amministrazioni etra queste e i privati.;Che le amministrazioni pubbliche incentivano l'uso della telematica al solo fine di ridurre i costi di conservazione dei documenti.;Che le amministrazioni pubbliche incentivano l'uso della telematica solo nelle procedure afferenti appalti di servizi, lavori e forniture nonché concessioni.
0828;Ai sensi della dell'art. 4 della legge n. 241/1990, le pubbliche amministrazioni sono tenute a determinare:;L'unità organizzativa responsabile di ogniadempimento procedimentale.;Il termine entro cui impugnare il provvedimento.;Solo il dirigente dell'unità organizzativa.
0829;Ai sensi della dell'art. 4 della legge n. 241/1990, le pubbliche amministrazioni sono tenute a determinare:;L'unità organizzativa responsabile dell'adozione delprovvedimento finale.;Il responsabile della fase dell'iniziativa.;Solo il dirigente dell'unità organizzativa.
0830;La pubblica amministrazione ha l'obbligo di determinare preventivamente, per ciascun tipo di procedimento, l'unità organizzativa responsabile dell'istruttoria e di ogni altro adempimento procedimentale (art. 4, l. n. 241/1990)?;Si, la determinazione costituisce un obbligo generale, ove non sia già direttamente stabilito per legge o per regolamento per specifici tipi di procedimento.;No, la determinazione costituisce atto interno rispetto al quale non è previsto alcun obbligo generale.;No, la l. n. 241/1990 lascia ampia facoltà in merito all'Amministrazione.
0831;Le Amministrazioni hanno l'obbligo di determinare, per ciascun tipo di procedimento amministrativo, l'unità organizzativa responsabile del procedimento (art. 4, l. n. 241/1990)?;Si, laddove legge o regolamento non individuino direttamente l'unità organizzativa competente per specifici tipi diprocedimento.;No. Leggi o regolamenti individuano direttamente l'unità organizzativa competente per ciascun tipo di procedimento.;L'obbligo è previsto solo per gli enti locali territoriali.
0832;Ove non sia già direttamente stabilito per legge o per regolamento per specifici tipi di procedimento, le Amministrazioni pubbliche hanno l'obbligo di determinare, preventivamente per ciascun tipo di procedimento amministrativo, l'unità organizzativa responsabile (art. 4, legge n. 241/1990):;Dell'istruttoria e di ogni altro adempimento procedimentale, nonché dell'adozione del provvedimento finale.;Dell'istruttoria.;Delle condizioni di ammissibilità e di legittimazione.
0833;Ai sensi della L. 241/1990 art. 4, le pubbliche amministrazioni sono sempre tenute a determinare per ogni procedimento relativo ad atti di loro competenza l'unità organizzativa responsabile?;Sì, ove non sia già stabilito per legge o per regolamento.;No, a meno che non lo richieda espressamente la legge.;No, a meno che non lo richieda espressamente la legge costituzionale.
0834;Ai sensi della L. 241/1990 art. 4 quale delle seguenti affermazioni è corretta?;Le P.A. sono tenute a determinare, tra l'altro, l'unità organizzativa responsabile di ogni adempimento procedimentale.;Le P.A. non sono tenute a determinare l'unità organizzativa responsabile del procedimento, a meno che non lo richieda espressamente la legge.;Le P.A. sono tenute a indicare solamente il responsabile dell'adozione del provvedimento finale.
0835;Ai sensi della L. 241/1990 art. 4 quale delle seguenti affermazioni è corretta?;Le P.A. sono tenute a determinare l'unità organizzativa responsabile, tra l'altro, dell'adozione del provvedimento finale.;Le P.A. non sono tenute a determinare l'unità organizzativa responsabile del procedimento, a meno che non lo richieda espressamente la legge.;Le P.A. sono tenute a indicare solamente il responsabile dell'adozione del provvedimento finale.
0836;Ai sensi della L. 241/1990 art. 4 quale delle seguenti affermazioni non è corretta?;Le P.A. non sono tenute a determinare l'unità organizzativa responsabile del procedimento, a meno che non lo richieda espressamente la legge.;Le P.A sono tenute a determinare l'unità organizzativa responsabile, tra l'altro, dell'adozione del provvedimento finale.;Le P.A sono tenute a determinare l'unità organizzativa responsabile di ogni adempimento procedimentale.
0837;Ai sensi della L. 241/1990 art. 4 quale delle seguenti affermazioni non è corretta?;Le P.A. non sono tenute a determinare l'unità organizzativa responsabile del procedimento.;Le P.A. sono tenute a determinare, tra l'altro, l'unità organizzativa responsabiledell'istruttoria.;Le P.A. sono tenute a determinare l'unità organizzativa responsabile di ogni adempimento procedimentale.
0838;La determinazione, da parte di ciascuna Amministrazione, dell'unità organizzativa responsabile dell'istruttoria e di ogni altro adempimento procedimentale (art. 4, l. n. 241/1990):;È resa pubblica nelle forme previste dai singoli ordinamenti.;Costituisce atto interno di natura organizzativa e pertanto non necessita di alcuna forma dipubblicità.;Deve essere comunicata al soggetto interessato al singolo tipo di procedimento, che ne facciarichiesta.
0839;L'art. 4 della legge n. 241/1990 pone a carico a ciascuna amministrazione pubblica di determinare, per ciascun tipo di procedimento amministrativo, l'unità organizzativa responsabile dell'istruttoria e di ogni altro adempimento procedimentale, nonché dell'adozione del provvedimento finale. Tale determinazione:;Deve essere resa pubblica nelle forme previste dai singoli ordinamenti.;Deve essere resa pubblica mediante pubblicazione nell'apposita sezione della Gazzetta Ufficiale della Repubblica.;Deve essere resa nota a tutti i soggetti che abbiano rapporti con l'Amministrazione.
0840;Esiste un obbligo generale di comunicare ai soggetti di cui all'art. 7 della legge n. 241/1990 – ossia i soggetti nei confronti dei quali il provvedimento finale è destinato a produrre effetti diretti e quelli che per legge debbono intervenirvi - l'unità organizzativa competente?;Si, tale obbligo è sancito dall'art. 5.;No. Alla pubblica amministrazione è fatto divieto di comunicare sia il nominativo dei soggetti cui sono affidate le singole pratiche sia gli uffici cuiesse sono affidate.;No, il nominativo o la struttura competente possono essere comunicati solo se richiesti.
0841;Esiste un obbligo generale di comunicare ai soggetti di cui all'art. 7 della legge n. 241/1990 – ossia i soggetti nei confronti dei quali il provvedimento finale è destinato a produrre effetti diretti e quelli che per legge debbono intervenirvi - il nominativo del responsabile del procedimento?;Si, tale obbligo è sancito dall'art. 5.;No. Alla pubblica amministrazione è fatto divieto di comunicare sia il nominativo dei soggetti cui sono affidate le singole pratiche sia gli uffici cuiesse sono affidate.;No. La legge n. 241 del 1990 nulla dispone in materia di comunicazione.
0842;A norma di quanto dispone l'art. 5 della legge n. 241/1990, il nominativo del responsabile del procedimento deve essere comunicato ai soggetti nei confronti dei quali il procedimento finaleè destinato a produrre effetti diretti?;Si, deve essere comunicato anche a detti soggetti.;No, il nominativo del responsabile del procedimento deve essere comunicato soloprevia richiesta.;No, a tali soggetti deve essere comunicata solo l'unità organizzativa competente.
0843;A norma di quanto dispone l'art. 5 della legge n. 241/1990, l'unità organizzativa competente del procedimento deve essere comunicata ai soggetti nei confronti dei quali il procedimento finale è destinato aprodurre effetti diretti?;Si, deve essere comunicata anche a detti soggetti.;No, l'unità organizzativa competente deve essere comunicata solo previa richiesta.;No, a tali soggetti deve essere comunicato solo il nominativo del responsabile del procedimento.
0844;A norma di quanto dispone l'art. 5 della legge n. 241/1990, il nominativo del responsabile del procedimento deve essere comunicato ai soggetti che per legge devono intervenire?;Si, lo prevede espressamente il citato articolo.;No, il nominativo del responsabile del procedimento deve essere comunicato soloprevia richiesta.;No, a tali soggetti deve essere comunicata solo l'unità organizzativa competente.
0845;A norma di quanto dispone l'art. 5 della legge n. 241/1990, l'unità organizzativa competente del procedimento deve essere comunicata ai soggetti che per legge devono intervenire?;Si, lo prevede espressamente il citato articolo.;No, l'unità organizzativa competente deve essere comunicata solo previa richiesta.;No, a tali soggetti deve essere comunicato solo il nominativo del responsabile del procedimento.
0846;Fino a quando non sia effettuata l'assegnazione del responsabile del procedimento (art. 5 l.n. 241/1990):;È considerato responsabile del singolo procedimento il funzionario preposto all'unitàorganizzativa.;Non è possibile avviare il procedimento.;Non decorrono i termini previsti per la conclusione del procedimento.
0847;Con riferimento alle norme sul procedimento amministrativo chi è ilvero dominus dell'istruttoria che agisce in completa autonomia con i limiti previsti dalla legge 241/1990?;Il responsabile del procedimento.;Solo il soggetto competenteall'adozione del provvedimento finale.;L'organo responsabile del controllo di gestione.
