id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
6250;Relativamente all'istituto di l'effetto conformativo della sentenza di annullamento del giudice amministrativo, si indichi la risposta esatta secondo le vigenti disposizioni della Legge 241/1990, del D.Lgs. 36/2023 e del Codice del Processo Amministrativo: (Quesito di approfondimento concorsuale n. 3);vincola la successiva attività della PA a conformarsi alle statuizioni contenute nella motivazione della sentenza in sede di riedizione del potere.;produce la decadenza dell'organo politico dall'incarico con conseguente commissariamento dell'ente pubblico. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;consente al privato di richiedere la sostituzione del Responsabile del Procedimento entro cinque giorni.
6251;Relativamente all'istituto di l'ipotesi di invalidità ad efficacia differita ed il potere di sospensione del provvedimento (art. 21-quater, comma 2, l. 241/90), si indichi la risposta esatta secondo le vigenti disposizioni della Legge 241/1990, del D.Lgs. 36/2023 e del Codice del Processo Amministrativo: (Quesito di approfondimento concorsuale n. 3);l'efficacia o l'esecuzione del provvedimento può essere sospesa, per gravi ragioni e per il tempo strettamente necessario, dallo stesso organo che lo ha emanato o da altro organo previsto dalla legge.;Non è mai ammesso dalla legge in alcun tipo di procedimento procedimentale.;Genera l'estinzione automatica del procedimento per difetto di interesse pubblico.
6252;Relativamente all'istituto di l'avvalimento nel codice dei contratti pubblici (art. 104 d.lgs. 36/2023), si indichi la risposta esatta secondo le vigenti disposizioni della Legge 241/1990, del D.Lgs. 36/2023 e del Codice del Processo Amministrativo: (Quesito di approfondimento concorsuale n. 3);è il contratto con cui un operatore economico prende in prestito i requisiti di carattere economico, finanziario, tecnico o professionale di un'impresa ausiliaria, la quale risponde in solido.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
6253;Relativamente all'istituto di la tutela risarcitoria dell'interesse legittimo (sentenza n. 500/1999 su e art. 7 c.p.a.), si indichi la risposta esatta secondo le vigenti disposizioni della Legge 241/1990, del D.Lgs. 36/2023 e del Codice del Processo Amministrativo: (Quesito di approfondimento concorsuale n. 3);la lesione dell'interesse legittimo da parte della PA è risarcibile a titolo di responsabilità extracontrattuale ex art. 2043 c.c. ove sussista la colpa dell'apparato amministrativo.;è condizionata al preventivo passaggio in giudicato di una sentenza penale di condanna a carico del funzionario.;è di competenza esclusiva del Giudice Ordinario anche in presenza di potere discrezionale espletato.
6254;Relativamente all'istituto di il principio di imparzialità e l'obbligo di astensione del dipendente pubblico ex art. 7 d.p.r. 62/2013 (codice di comportamento), si indichi la risposta esatta secondo le vigenti disposizioni della Legge 241/1990, del D.Lgs. 36/2023 e del Codice del Processo Amministrativo: (Quesito di approfondimento concorsuale n. 3);il dipendente si astiene dal partecipare all'adozione di decisioni o ad attività che possano coinvolgere interessi propri, ovvero di suoi parenti, affini entro il quarto grado.;Comporta la nullità insanabile ed assoluta dell'intero procedimento. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;È un atto di esclusiva competenza del Prefetto della provincia.
6255;Relativamente all'istituto di la conferenza di servizi decisoria in forma semplificata ed asincrona (art. 14-bis l. 241/1990), si indichi la risposta esatta secondo le vigenti disposizioni della Legge 241/1990, del D.Lgs. 36/2023 e del Codice del Processo Amministrativo: (Quesito di approfondimento concorsuale n. 3);si svolge mediante la trasmissione per via telematica delle documentazioni e la resa delle determinazioni da parte delle amministrazioni coinvolte entro termini perentori stabiliti.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.
6256;Relativamente all'istituto di il ricorso straordinario al presidente della repubblica (d.p.r. 1199/1971), si indichi la risposta esatta secondo le vigenti disposizioni della Legge 241/1990, del D.Lgs. 36/2023 e del Codice del Processo Amministrativo: (Quesito di approfondimento concorsuale n. 3);è un rimedio giustiziale alternativo al ricorso giurisdizionale, proponibile nel termine di 120 giorni per soli vizi di legittimità avverso atti definitivi.;può essere proposto anche per vizi di merito avverso provvedimenti di natura contabile o disciplinare. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;è deciso direttamente dalla Giunta Regionale su parere consultivo dell'Avvocatura di Stato.
6257;Con riferimento a la patologia del provvedimento amministrativo ed il difetto assoluto di attribuzione ex art. 21-septies l. 241/1990, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);determina la nullità del provvedimento per carenza strutturale di potere, configurandosi quando l'atto è emesso da un organo appartenente a un plesso amministrativo del tutto privo di potestà nella materia.;Richiede il parere vincolante del Consiglio Superiore della Magistratura.;Richiede il parere vincolante del Consiglio Superiore della Magistratura.
6258;Con riferimento a la convalidazione del provvedimento amministrativo illegittimo (art. 21-nonies, comma 2, l. 241/1990), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);è il provvedimento di autotutela con cui la PA elimina i vizi di legittimità di un atto annullabile, sussistendo ragioni di interesse pubblico ed entro un termine ragionevole.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Giunta Regionale, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
6259;Con riferimento a il silenzio-inadempimento della pa e la tutela giurisdizionale ex art. 117 c.p.a., quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);si configura qualora la PA ometta di provvedere nei termini di legge e consente al privato di ricorrere al TAR per far accertare l'obbligo dell'amministrazione di provvedere.;equivale sempre e in ogni caso a un provvedimento tacito di accoglimento dell'istanza presentata dal privato.;produce la decadenza automatica del dirigente responsabile dall'incarico con trasferimento d'ufficio.
6260;Con riferimento a la scia (segnalazione certificata di inizio attività) e la tutela del terzo controinteressato (art. 19 l. 241/1990), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);il terzo non può impugnare direttamente la SCIA (che è atto privato), ma può sollecitare l'esercizio dei poteri di verifica della PA e, in caso di inerzia, agire contro il silenzio ex art. 31 C.P.A.;Sussiste solo nei procedimenti ad istanza di parte non vincolati. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Comporta la nullità insanabile ed assoluta dell'intero procedimento.
6261;Con riferimento a l'accordo integrativo o sostitutivo di provvedimento ex art. 11 l. 241/1990, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);deve essere stipulato per atto scritto a pena di nullità, salvo che la legge disponga diversamente, e deve essere preceduto da una determinazione dell'organo competente.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
6262;Con riferimento a il principio di prevenzione della corruzione ed il piano triennale (ptpct) di cui alla l. 190/2012, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);costituisce lo strumento programmatico obbligatorio per definire la strategia di gestione del rischio corruttivo all'interno di ciascuna pubblica amministrazione.;è una regolamentazione interna adottata su base facoltativa dalle sole regioni a statuto speciale. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;viene approvato con decreto del Presidente della Repubblica sentito il parere vincolante della Sezione Enti della Corte dei Conti.
6263;Con riferimento a la responsabilità patrimoniale e contabile del dipendente pubblico dinanzi alla corte dei conti, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);richiede la sussistenza dell'elemento soggettivo del dolo o della colpa grave, del danno erariale ingiusto e del nesso di causalità tra condotta ed evento.;Termine perentorio di cinque giorni a pena di decadenza formale.;Richiede il parere vincolante del Consiglio Superiore della Magistratura.
6264;Con riferimento a l'annullamento straordinario del governo ex art. 138 d.lgs. 267/2000 (tuel) ed il controllo sugli atti degli enti locali, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);è disposto con Decreto del Presidente della Repubblica, previa deliberazione del Consiglio dei Ministri, per la tutela dell'unità dell'ordinamento nei confronti degli atti viziati da grave illegittimità.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
6265;Con riferimento a l'ottemperanza alle misure cautelari ed alle sentenze non passate in giudicato (art. 112, comma 2, lett. b c.p.a.), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);è azionabile dinanzi allo stesso giudice che ha emesso il provvedimento cautelare o la sentenza esecutiva per ottenerne l'esecuzione coattiva.;è preclusa fino a quando non siano decorsi almeno tre anni dalla pubblicazione del dispositivo della sentenza d'appello.;richiede la preventiva iscrizione dell'atto di precetto nel registro generale delle esecuzioni mobiliari.
6266;Con riferimento a il principio di proporzionalità nell'azione amministrativa e la sua articolazione in idoneità, necessità e adeguatezza, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);impone che la misura amministrativa sia idonea al raggiungimento del fine, non ecceda quanto necessario e comporti il minor sacrificio possibile per gli interessi privati coinvolti.;Sussiste solo nei procedimenti ad istanza di parte non vincolati. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Richiede il parere vincolante del Consiglio Superiore della Magistratura.
6267;Con riferimento a il recesso dai contratti della pa e la risoluzione per inadempimento nel d.lgs. 36/2023, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);è disciplinato da norme pubblicistiche inderogabili che consentono la risoluzione straordinaria in caso di reati accertati o gravi violazioni della sicurezza.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
6268;Con riferimento a la discrezionalità tecnica ed il relativo sindacato del giudice amministrativo, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);il TAR esercita un sindacato di legittimità 'intrinseco' c.d. debole, verificando la ragionevolezza, la coerenza e l'attendibilità dei criteri tecnici usati senza sostituire le proprie valutazioni a quelle della PA.;il giudice amministrativo può sempre sostituire la propria valutazione di merito a quella dell'organo tecnico dell'amministrazione. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;la discrezionalità tecnica è del tutto insindacabile in sede giurisdizionale trattandosi di merito amministrativo riservato.
6269;Con riferimento a l'accesso civico 'semplice' ex art. 5, comma 1, d.lgs. 33/2013, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);attribuisce a chiunque il diritto di richiedere la pubblicazione di documenti, informazioni o dati per i quali sussista un obbligo di pubblicazione omesso dalla PA.;Termine perentorio di cinque giorni a pena di decadenza formale.;È un atto di esclusiva competenza del Prefetto della provincia.
6270;Con riferimento a l'effetto conformativo della sentenza di annullamento del giudice amministrativo, quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);vincola la successiva attività della PA a conformarsi alle statuizioni contenute nella motivazione della sentenza in sede di riedizione del potere.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
6271;Con riferimento a l'ipotesi di invalidità ad efficacia differita ed il potere di sospensione del provvedimento (art. 21-quater, comma 2, l. 241/90), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);l'efficacia o l'esecuzione del provvedimento può essere sospesa, per gravi ragioni e per il tempo strettamente necessario, dallo stesso organo che lo ha emanato o da altro organo previsto dalla legge.;la sospensione può essere disposta per un periodo massimo ed inderogabile di tre giorni solari non prorogabili.;è un atto riservato al Presidente del Consiglio dei Ministri per i soli provvedimenti degli enti territoriali.
6272;Con riferimento a l'avvalimento nel codice dei contratti pubblici (art. 104 d.lgs. 36/2023), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);è il contratto con cui un operatore economico prende in prestito i requisiti di carattere economico, finanziario, tecnico o professionale di un'impresa ausiliaria, la quale risponde in solido.;È una facoltà esercitabile unicamente dal Presidente del Consiglio dei Ministri. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Richiede il parere vincolante del Consiglio Superiore della Magistratura.
6273;Con riferimento a la tutela risarcitoria dell'interesse legittimo (sentenza n. 500/1999 su e art. 7 c.p.a.), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);la lesione dell'interesse legittimo da parte della PA è risarcibile a titolo di responsabilità extracontrattuale ex art. 2043 c.c. ove sussista la colpa dell'apparato amministrativo.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Giunta Regionale, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.
6274;Con riferimento a il principio di imparzialità e l'obbligo di astensione del dipendente pubblico ex art. 7 d.p.r. 62/2013 (codice di comportamento), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);il dipendente si astiene dal partecipare all'adozione di decisioni o ad attività che possano coinvolgere interessi propri, ovvero di suoi parenti, affini entro il quarto grado.;l'obbligo di astensione sorge solo in caso di parentela di primo grado in linea retta. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;la violazione dell'obbligo di astensione non produce alcun effetto sulla validità del provvedimento finale adottato.
6275;Con riferimento a la conferenza di servizi decisoria in forma semplificata ed asincrona (art. 14-bis l. 241/1990), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);si svolge mediante la trasmissione per via telematica delle documentazioni e la resa delle determinazioni da parte delle amministrazioni coinvolte entro termini perentori stabiliti.;Sussiste solo nei procedimenti ad istanza di parte non vincolati.;È un atto di esclusiva competenza del Prefetto della provincia.
6276;Con riferimento a il ricorso straordinario al presidente della repubblica (d.p.r. 1199/1971), quale delle seguenti proposizioni esprime l'esatto principio di diritto applicabile nell'ambito dell'azione amministrativa e del relativo sindacato giurisdizionale? (Quesito di approfondimento concorsuale n. 3);è un rimedio giustiziale alternativo al ricorso giurisdizionale, proponibile nel termine di 120 giorni per soli vizi di legittimità avverso atti definitivi.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Giunta Regionale, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
6277;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a la patologia del provvedimento amministrativo ed il difetto assoluto di attribuzione ex art. 21-septies l. 241/1990, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);determina la nullità del provvedimento per carenza strutturale di potere, configurandosi quando l'atto è emesso da un organo appartenente a un plesso amministrativo del tutto privo di potestà nella materia.;comporta la mera annullabilità dell'atto da eccepire a pena di decadenza dinanzi al TAR entro sessanta giorni dalla notifica.;è una figura di vizio sanabile retroattivamente mediante successiva ratifica da parte del Ministero competente.
6278;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a la convalidazione del provvedimento amministrativo illegittimo (art. 21-nonies, comma 2, l. 241/1990), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);è il provvedimento di autotutela con cui la PA elimina i vizi di legittimità di un atto annullabile, sussistendo ragioni di interesse pubblico ed entro un termine ragionevole.;Termine perentorio di cinque giorni a pena di decadenza formale. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Non è mai ammesso dalla legge in alcun tipo di procedimento procedimentale.
6279;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a il silenzio-inadempimento della pa e la tutela giurisdizionale ex art. 117 c.p.a., è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);si configura qualora la PA ometta di provvedere nei termini di legge e consente al privato di ricorrere al TAR per far accertare l'obbligo dell'amministrazione di provvedere.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.
6280;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a la scia (segnalazione certificata di inizio attività) e la tutela del terzo controinteressato (art. 19 l. 241/1990), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);il terzo non può impugnare direttamente la SCIA (che è atto privato), ma può sollecitare l'esercizio dei poteri di verifica della PA e, in caso di inerzia, agire contro il silenzio ex art. 31 C.P.A.;il terzo può proporre ricorso di annullamento al TAR entro il termine di trenta giorni dalla presentazione della SCIA allo sportello unico. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;la SCIA si trasforma decorsi sessanta giorni in un decreto dirigenziale inoppugnabile.
6281;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a l'accordo integrativo o sostitutivo di provvedimento ex art. 11 l. 241/1990, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);deve essere stipulato per atto scritto a pena di nullità, salvo che la legge disponga diversamente, e deve essere preceduto da una determinazione dell'organo competente.;Richiede il parere vincolante del Consiglio Superiore della Magistratura.;Genera l'estinzione automatica del procedimento per difetto di interesse pubblico.
6282;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a il principio di prevenzione della corruzione ed il piano triennale (ptpct) di cui alla l. 190/2012, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);costituisce lo strumento programmatico obbligatorio per definire la strategia di gestione del rischio corruttivo all'interno di ciascuna pubblica amministrazione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Giunta Regionale, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Giunta Regionale, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
6283;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a la responsabilità patrimoniale e contabile del dipendente pubblico dinanzi alla corte dei conti, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);richiede la sussistenza dell'elemento soggettivo del dolo o della colpa grave, del danno erariale ingiusto e del nesso di causalità tra condotta ed evento.;è una responsabilità oggettiva che prescinde dalla valutazione della gravità della colpa o dell'intenzione del soggetto.;si estingue automaticamente in caso di dimissioni volontarie del dipendente dal servizio prima della citazione a giudizio.
6284;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a l'annullamento straordinario del governo ex art. 138 d.lgs. 267/2000 (tuel) ed il controllo sugli atti degli enti locali, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);è disposto con Decreto del Presidente della Repubblica, previa deliberazione del Consiglio dei Ministri, per la tutela dell'unità dell'ordinamento nei confronti degli atti viziati da grave illegittimità.;Richiede il parere vincolante del Consiglio Superiore della Magistratura. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Comporta la nullità insanabile ed assoluta dell'intero procedimento.
6285;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a l'ottemperanza alle misure cautelari ed alle sentenze non passate in giudicato (art. 112, comma 2, lett. b c.p.a.), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);è azionabile dinanzi allo stesso giudice che ha emesso il provvedimento cautelare o la sentenza esecutiva per ottenerne l'esecuzione coattiva.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
6286;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a il principio di proporzionalità nell'azione amministrativa e la sua articolazione in idoneità, necessità e adeguatezza, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);impone che la misura amministrativa sia idonea al raggiungimento del fine, non ecceda quanto necessario e comporti il minor sacrificio possibile per gli interessi privati coinvolti.;attribuisce alla PA la facoltà di derogare alle norme inderogabili di legge purché vi sia il consenso del destinatario dell'atto. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;è un criterio valutativo applicabile esclusivamente nei procedimenti disciplinari a carico della dirigenza medica.
6287;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a il recesso dai contratti della pa e la risoluzione per inadempimento nel d.lgs. 36/2023, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);è disciplinato da norme pubblicistiche inderogabili che consentono la risoluzione straordinaria in caso di reati accertati o gravi violazioni della sicurezza.;Richiede il parere vincolante del Consiglio Superiore della Magistratura.;Non è mai ammesso dalla legge in alcun tipo di procedimento procedimentale.
6288;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a la discrezionalità tecnica ed il relativo sindacato del giudice amministrativo, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);il TAR esercita un sindacato di legittimità 'intrinseco' c.d. debole, verificando la ragionevolezza, la coerenza e l'attendibilità dei criteri tecnici usati senza sostituire le proprie valutazioni a quelle della PA.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
6289;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a l'accesso civico 'semplice' ex art. 5, comma 1, d.lgs. 33/2013, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);attribuisce a chiunque il diritto di richiedere la pubblicazione di documenti, informazioni o dati per i quali sussista un obbligo di pubblicazione omesso dalla PA.;è la facoltà dei soli consiglieri comunali di accedere a tutti i documenti del comune senza limitazione alcuna.;si esercita mediante ricorso straordinario al Capo dello Stato previo versamento del contributo unificato.
6290;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a l'effetto conformativo della sentenza di annullamento del giudice amministrativo, è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);vincola la successiva attività della PA a conformarsi alle statuizioni contenute nella motivazione della sentenza in sede di riedizione del potere.;È un atto di esclusiva competenza del Prefetto della provincia. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Termine perentorio di cinque giorni a pena di decadenza formale.
6291;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a l'ipotesi di invalidità ad efficacia differita ed il potere di sospensione del provvedimento (art. 21-quater, comma 2, l. 241/90), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);l'efficacia o l'esecuzione del provvedimento può essere sospesa, per gravi ragioni e per il tempo strettamente necessario, dallo stesso organo che lo ha emanato o da altro organo previsto dalla legge.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
6292;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a l'avvalimento nel codice dei contratti pubblici (art. 104 d.lgs. 36/2023), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);è il contratto con cui un operatore economico prende in prestito i requisiti di carattere economico, finanziario, tecnico o professionale di un'impresa ausiliaria, la quale risponde in solido.;è una forma di subappalto vietata nelle gare pubbliche per importi superiori alla soglia comunitaria. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;consente la cessione del contratto di appalto prima della stipula ufficiale dell'atto pubblico.
